feedback_id,customer_id,product_id,channel,feedback_date,text,true_themes,true_aspect_sentiments,true_overall_sentiment,predicted_sentiment,sentiment_confidence,detected_aspects,n_aspects_detected,dominant_true_theme,discovered_topic_id,discovered_topic_label,lifetime_value,tier,base_churn_prob,repeat_negative_count,primary_theme,theme_severity,theme_label_primary,sentiment_severity_score,customer_value_score,churn_risk_score,issue_growth_score,repeat_complaint_score,priority_score,priority_tier,inferred_themes
FB-0002763,CUST-006519,PROD-0105,review,2024-01-21,The website is painfully slow and glitchy But shipping was delayed with no updates.,app_performance|delivery_delay,app_performance:negative|delivery_delay:negative,negative,negative,1.0,Delivery:Negative|App/Website:Negative,2,app_performance,6,Customer Service,1712.22,Gold,0.1,0,delivery_delay,0.45,Delivery Delay,1.0,0.8999791666666667,0.15,0.0,0.0,49.7,High,delivery_delay|app_performance
FB-0002801,CUST-002188,PROD-0048,review,2024-01-21,Customer support was fast and genuinely helpful.,customer_support,customer_support:positive,positive,positive,0.999,Customer Support:Positive,1,customer_support,6,Customer Service,1331.89,Gold,0.1,0,customer_support,0.55,Customer Service,0.0,0.8603458333333334,0.1,0.0,0.0,25.4,Medium,customer_support
FB-0002835,CUST-001090,PROD-0148,support_ticket,2024-01-21,The item arrived damaged.,product_quality,product_quality:negative,negative,negative,1.0,Product Quality:Negative,1,product_quality,5,Delivery Delay,1117.89,Gold,0.1,1,product_quality,0.65,Product Quality,1.0,0.828525,0.15,0.0,0.3215127375316343,55.9,High,product_quality
FB-0002850,CUST-000751,PROD-0043,review,2024-01-21,"Overall this was a disappointing experience Also, delivery estimate was completely wrong However, quality is average, nothing special.",general_satisfaction|delivery_delay|product_quality,general_satisfaction:negative|delivery_delay:negative|product_quality:neutral,negative,negative,1.0,Delivery:Negative|Product Quality:Neutral,2,general_satisfaction,9,Product Quality,527.38,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,1.0,0.6540083333333333,0.27,0.0,0.0,47.9,High,delivery_delay|product_quality|general_satisfaction
FB-0002761,CUST-004749,PROD-0120,review,2024-01-21,"Shipping took the usual amount of time On top of that, the checkout page kept rejecting my card for no reason.",delivery_delay|payment_issue_general,delivery_delay:neutral|payment_issue_general:negative,negative,negative,0.983,Delivery:Neutral|Payment:Negative,2,delivery_delay,2,Payment Issues,801.97,Silver,0.18,1,delivery_delay,0.45,Delivery Delay,0.983,0.7621458333333333,0.27,0.0,0.3215127375316343,52.3,High,delivery_delay|payment_issue_general
FB-0002876,CUST-002041,PROD-0028,support_ticket,2024-01-21,"The product quality is excellent However, I was charged in the wrong currency.",product_quality|payment_issue_general,product_quality:positive|payment_issue_general:negative,negative,negative,0.99,Product Quality:Positive|Payment:Negative,2,product_quality,9,Product Quality,145.26,Bronze,0.28,0,product_quality,0.65,Product Quality,0.99,0.2160708333333333,0.42,0.0,0.0,47.3,High,product_quality|payment_issue_general
FB-0002843,CUST-001505,PROD-0115,survey,2024-01-21,Refund was processed quickly and without hassle But wish there was a way to track multiple orders at once.,refund_problems|feature_request,refund_problems:positive|feature_request:neutral,neutral,neutral,0.963,Refunds:Positive|Feature Requests:Neutral,2,refund_problems,4,Refund Problems,306.44,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.3370499999999999,0.4915375,0.28,0.0,0.0,35.0,Medium,refund_problems|feature_request
FB-0002750,CUST-004165,PROD-0030,review,2024-01-21,"The item wasn't protected well and got scratched in transit However, really impressed with how well it's made.",packaging|product_quality,packaging:negative|product_quality:positive,negative,negative,0.987,Product Quality:Positive|Packaging:Negative,2,packaging,6,Customer Service,72.79,Bronze,0.28,0,product_quality,0.65,Product Quality,0.987,0.0161125,0.42,0.0,0.0,44.2,Medium,product_quality|packaging
FB-0002875,CUST-005726,PROD-0011,survey,2024-01-21,Wish there was a way to track multiple orders at once.,feature_request,feature_request:neutral,neutral,neutral,0.996,Feature Requests:Neutral,1,feature_request,9,Product Quality,662.84,Gold,0.1,0,feature_request,0.1,Feature Requests,0.3485999999999999,0.7154833333333334,0.1,0.0,0.0,22.9,Low,feature_request
FB-0002820,CUST-005369,PROD-0014,support_ticket,2024-01-21,"Packaging was standard, nothing notable.",packaging,packaging:neutral,neutral,neutral,1.0,Packaging:Neutral,1,packaging,0,Packaging,140.84,Bronze,0.28,0,packaging,0.3,Packaging,0.35,0.2007041666666666,0.28,0.0,0.0,22.0,Low,packaging
FB-0002842,CUST-000718,PROD-0030,support_ticket,2024-01-21,"Overall this was a disappointing experience However, payment processing took a bit longer than usual.",general_satisfaction|payment_issue_general,general_satisfaction:negative|payment_issue_general:neutral,negative,negative,0.991,Payment:Neutral,1,general_satisfaction,2,Payment Issues,390.62,Silver,0.18,1,payment_issue_general,0.7,Payment Issues,0.991,0.5596916666666667,0.27,0.0,0.3215127375316343,54.4,High,payment_issue_general|general_satisfaction
FB-0002785,CUST-001571,PROD-0148,survey,2024-01-21,"Packaging was sturdy and beautifully presented In addition, getting a refund has been an absolute nightmare.",packaging|refund_problems,packaging:positive|refund_problems:negative,negative,negative,0.985,Refunds:Negative|Packaging:Positive,2,packaging,4,Refund Problems,93.32,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.985,0.051825,0.42,0.0,0.0,46.7,High,refund_problems|packaging
FB-0002811,CUST-002448,PROD-0069,chat,2024-01-21,"An okay experience overall, nothing stood out.",general_satisfaction,general_satisfaction:neutral,neutral,neutral,1.0,None Detected,0,general_satisfaction,1,General Satisfaction,107.46,Bronze,0.28,0,general_satisfaction,0.05,General Satisfaction,0.35,0.0923333333333333,0.28,0.0,0.0,15.3,Low,general_satisfaction
FB-0002805,CUST-005363,PROD-0090,chat,2024-01-21,The agent couldn't resolve my issue at all.,customer_support,customer_support:negative,negative,negative,1.0,Customer Support:Negative,1,customer_support,6,Customer Service,71.76,Bronze,0.28,0,customer_support,0.55,Customer Service,1.0,0.01545,0.42,0.0,0.0,42.5,Medium,customer_support
FB-0002829,CUST-001864,PROD-0125,support_ticket,2024-01-21,I was told the refund would be processed but nothing happened.,refund_problems,refund_problems:negative,negative,negative,1.0,Refunds:Negative,1,refund_problems,4,Refund Problems,529.08,Silver,0.18,0,refund_problems,0.75,Refund Problems,1.0,0.6548708333333333,0.27,0.0,0.0,53.9,High,refund_problems
FB-0002747,CUST-005059,PROD-0150,review,2024-01-21,The item arrived damaged.,product_quality,product_quality:negative,negative,negative,1.0,Product Quality:Negative,1,product_quality,5,Delivery Delay,389.93,Silver,0.18,0,product_quality,0.65,Product Quality,1.0,0.5587375,0.27,0.0,0.0,50.4,High,product_quality
FB-0002748,CUST-006465,PROD-0105,survey,2024-01-21,Refund process took the standard amount of time.,refund_problems,refund_problems:neutral,neutral,neutral,1.0,Refunds:Neutral,1,refund_problems,0,Packaging,116.12,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.35,0.1203708333333333,0.28,0.0,0.0,29.8,Medium,refund_problems
FB-0002866,CUST-005381,PROD-0130,support_ticket,2024-01-21,Customer support was fast and genuinely helpful.,customer_support,customer_support:positive,positive,positive,0.999,Customer Support:Positive,1,customer_support,6,Customer Service,65.24,Bronze,0.28,1,customer_support,0.55,Customer Service,0.0,0.0077875,0.28,0.0,0.3215127375316343,18.5,Low,customer_support
FB-0002856,CUST-004186,PROD-0015,chat,2024-01-21,"Quality is average, nothing special.",product_quality,product_quality:neutral,neutral,neutral,1.0,Product Quality:Neutral,1,product_quality,9,Product Quality,260.55,Bronze,0.28,0,product_quality,0.65,Product Quality,0.35,0.4440875,0.28,0.0,0.0,32.6,Medium,product_quality
FB-0002823,CUST-005220,PROD-0133,support_ticket,2024-01-21,The support agent resolved my issue in minutes.,customer_support,customer_support:positive,positive,positive,0.997,Customer Support:Positive,1,customer_support,6,Customer Service,889.4,Gold,0.1,0,customer_support,0.55,Customer Service,0.0,0.7836625,0.1,0.0,0.0,24.3,Low,customer_support
FB-0002809,CUST-002656,PROD-0063,support_ticket,2024-01-21,My package arrived over a week late.,delivery_delay,delivery_delay:negative,negative,negative,1.0,Delivery:Negative,1,delivery_delay,5,Delivery Delay,2397.03,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,1.0,0.9338125,0.075,0.0,0.0,49.1,High,delivery_delay
FB-0002861,CUST-001590,PROD-0142,review,2024-01-21,"Overall this was a disappointing experience On top of that, my payment failed twice before finally going through.",general_satisfaction|payment_issue_general,general_satisfaction:negative|payment_issue_general:negative,negative,negative,1.0,Payment:Negative,1,general_satisfaction,1,General Satisfaction,321.77,Silver,0.18,0,payment_issue_general,0.7,Payment Issues,1.0,0.5057,0.27,0.0,0.0,50.6,High,payment_issue_general|general_satisfaction
FB-0002812,CUST-007275,PROD-0125,review,2024-01-21,Payment processing took a bit longer than usual But great value for the price.,payment_issue_general|pricing,payment_issue_general:neutral|pricing:positive,neutral,neutral,0.99,Pricing:Positive|Payment:Neutral,2,payment_issue_general,2,Payment Issues,134.87,Bronze,0.28,0,pricing,0.35,Pricing,0.3465,0.1841791666666666,0.28,0.0,0.0,22.6,Low,pricing|payment_issue_general
FB-0002794,CUST-001240,PROD-0134,review,2024-01-21,"I was charged in the wrong currency Also, the item arrived damaged.",payment_issue_general|product_quality,payment_issue_general:negative|product_quality:negative,negative,negative,1.0,Product Quality:Negative|Payment:Negative,2,payment_issue_general,5,Delivery Delay,1279.24,Gold,0.1,0,product_quality,0.65,Product Quality,1.0,0.8548833333333333,0.15,0.0,0.0,53.1,High,product_quality|payment_issue_general
FB-0002786,CUST-002540,PROD-0028,support_ticket,2024-01-21,"Refund process took the standard amount of time Also, delivery arrived close to the estimated date.",refund_problems|delivery_delay,refund_problems:neutral|delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral|Refunds:Neutral,2,refund_problems,5,Delivery Delay,2107.53,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,0.35,0.9227541666666668,0.05,0.0,0.0,32.3,Medium,delivery_delay|refund_problems
FB-0002871,CUST-000122,PROD-0080,review,2024-01-21,The package arrived right on time.,delivery_delay,delivery_delay:positive,positive,positive,0.999,Delivery:Positive,1,delivery_delay,5,Delivery Delay,429.67,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.0,0.5904125,0.18,0.0,0.0,20.6,Low,delivery_delay
FB-0002859,CUST-006159,PROD-0083,survey,2024-01-21,Customer support was fast and genuinely helpful But I was told the refund would be processed but nothing happened.,customer_support|refund_problems,customer_support:positive|refund_problems:negative,negative,negative,0.974,Customer Support:Positive|Refunds:Negative,2,customer_support,6,Customer Service,97.68,Bronze,0.28,0,customer_support,0.55,Customer Service,0.974,0.0628458333333333,0.42,0.0,0.0,42.6,Medium,customer_support|refund_problems
FB-0002738,CUST-005552,PROD-0139,support_ticket,2024-01-21,Shipping was delayed with no updates.,delivery_delay,delivery_delay:negative,negative,negative,1.0,Delivery:Negative,1,delivery_delay,0,Packaging,2374.81,Platinum,0.05,1,delivery_delay,0.45,Delivery Delay,1.0,0.9331666666666668,0.075,0.0,0.3215127375316343,52.3,High,delivery_delay
FB-0002775,CUST-003386,PROD-0059,chat,2024-01-21,The app freezes whenever i open my order history But build quality feels premium and durable.,app_performance|product_quality,app_performance:negative|product_quality:positive,negative,negative,0.989,Product Quality:Positive|App/Website:Negative,2,app_performance,9,Product Quality,128.48,Bronze,0.28,0,product_quality,0.65,Product Quality,0.989,0.1624333333333333,0.42,0.0,0.0,46.5,High,product_quality|app_performance
FB-0002862,CUST-000307,PROD-0086,chat,2024-01-21,Refund process took the standard amount of time.,refund_problems,refund_problems:neutral,neutral,neutral,1.0,Refunds:Neutral,1,refund_problems,0,Packaging,809.81,Gold,0.1,0,refund_problems,0.75,Refund Problems,0.35,0.7645208333333333,0.1,0.0,0.0,36.7,Medium,refund_problems
FB-0002826,CUST-001062,PROD-0129,support_ticket,2024-01-21,Everything about this order exceeded my expectations.,general_satisfaction,general_satisfaction:positive,positive,positive,0.995,None Detected,0,general_satisfaction,7,App Performance,883.39,Gold,0.1,0,general_satisfaction,0.05,General Satisfaction,0.0,0.7821375,0.1,0.0,0.0,14.2,Low,general_satisfaction
FB-0002838,CUST-001953,PROD-0129,review,2024-01-21,Great value for the price.,pricing,pricing:positive,positive,positive,0.999,Pricing:Positive,1,pricing,8,Pricing,171.19,Bronze,0.28,0,pricing,0.35,Pricing,0.0,0.2864083333333333,0.28,0.0,0.0,15.5,Low,pricing
FB-0002737,CUST-006654,PROD-0013,review,2024-01-21,"Quality is average, nothing special.",product_quality,product_quality:neutral,neutral,neutral,1.0,Product Quality:Neutral,1,product_quality,9,Product Quality,218.0,Bronze,0.28,0,product_quality,0.65,Product Quality,0.35,0.3857583333333333,0.28,0.0,0.0,31.7,Medium,product_quality
FB-0002814,CUST-003485,PROD-0146,review,2024-01-21,Customer support was fast and genuinely helpful.,customer_support,customer_support:positive,positive,positive,0.999,Customer Support:Positive,1,customer_support,6,Customer Service,766.56,Gold,0.1,0,customer_support,0.55,Customer Service,0.0,0.7517541666666666,0.1,0.0,0.0,23.8,Low,customer_support
FB-0002874,CUST-003320,PROD-0119,support_ticket,2024-01-21,"An okay experience overall, nothing stood out.",general_satisfaction,general_satisfaction:neutral,neutral,neutral,1.0,None Detected,0,general_satisfaction,1,General Satisfaction,94.73,Bronze,0.28,1,general_satisfaction,0.05,General Satisfaction,0.35,0.05435,0.28,0.0,0.3215127375316343,18.0,Low,general_satisfaction
FB-0002837,CUST-000372,PROD-0082,review,2024-01-21,Getting a refund has been an absolute nightmare.,refund_problems,refund_problems:negative,negative,negative,1.0,Refunds:Negative,1,refund_problems,4,Refund Problems,467.32,Silver,0.18,0,refund_problems,0.75,Refund Problems,1.0,0.6185125,0.27,0.0,0.0,53.3,High,refund_problems
FB-0002782,CUST-003321,PROD-0004,chat,2024-01-21,Would love to see more size options for this item But build quality feels premium and durable.,feature_request|product_quality,feature_request:neutral|product_quality:positive,neutral,neutral,0.965,Product Quality:Positive|Feature Requests:Neutral,2,feature_request,9,Product Quality,1114.55,Gold,0.1,0,product_quality,0.65,Product Quality,0.33775,0.8278541666666667,0.1,0.0,0.0,35.4,Medium,product_quality|feature_request
FB-0002778,CUST-003824,PROD-0134,survey,2024-01-21,Pricing is very reasonable.,pricing,pricing:positive,positive,positive,1.0,Pricing:Positive,1,pricing,8,Pricing,108.36,Bronze,0.28,0,pricing,0.35,Pricing,0.0,0.0965125,0.28,0.0,0.0,12.6,Low,pricing
FB-0002758,CUST-002708,PROD-0033,support_ticket,2024-01-21,Payment processing took a bit longer than usual.,payment_issue_general,payment_issue_general:neutral,neutral,neutral,1.0,Payment:Neutral,1,payment_issue_general,2,Payment Issues,1925.99,Gold,0.1,0,payment_issue_general,0.7,Payment Issues,0.35,0.9156,0.1,0.0,0.0,38.0,Medium,payment_issue_general
FB-0002759,CUST-001697,PROD-0122,survey,2024-01-21,"A saved-payment-method feature would really help In addition, shipping took the usual amount of time In addition, packaging was standard, nothing notable.",feature_request|delivery_delay|packaging,feature_request:neutral|delivery_delay:neutral|packaging:neutral,neutral,neutral,1.0,Delivery:Neutral|Packaging:Neutral|Feature Requests:Neutral,3,feature_request,2,Payment Issues,119.31,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.35,0.1300083333333333,0.28,0.0,0.0,23.9,Low,delivery_delay|packaging|feature_request
FB-0002765,CUST-000038,PROD-0117,support_ticket,2024-01-21,Support answered but it took a while.,customer_support,customer_support:neutral,neutral,neutral,1.0,Customer Support:Neutral,1,customer_support,6,Customer Service,292.19,Silver,0.18,0,customer_support,0.55,Customer Service,0.35,0.4766125,0.18,0.0,0.0,29.6,Medium,customer_support
FB-0002869,CUST-006946,PROD-0103,support_ticket,2024-01-21,Refund process took the standard amount of time But the item wasn't protected well and got scratched in transit.,refund_problems|packaging,refund_problems:neutral|packaging:negative,negative,negative,0.99,Refunds:Neutral|Packaging:Negative,2,refund_problems,0,Packaging,312.49,Silver,0.18,2,refund_problems,0.75,Refund Problems,0.99,0.4980625,0.27,0.0,0.5827829453479101,57.1,High,refund_problems|packaging
FB-0002739,CUST-007218,PROD-0127,survey,2024-01-21,Delivery was faster than expected.,delivery_delay,delivery_delay:positive,positive,positive,1.0,Delivery:Positive,1,delivery_delay,3,Product Quality,327.87,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.0,0.5109791666666667,0.18,0.0,0.0,19.4,Low,delivery_delay
FB-0002781,CUST-001062,PROD-0111,review,2024-01-21,Getting a refund has been an absolute nightmare.,refund_problems,refund_problems:negative,negative,negative,1.0,Refunds:Negative,1,refund_problems,4,Refund Problems,883.39,Gold,0.1,0,refund_problems,0.75,Refund Problems,1.0,0.7821375,0.15,0.0,0.0,54.0,High,refund_problems
FB-0002845,CUST-002779,PROD-0065,support_ticket,2024-01-21,"Delivery arrived close to the estimated date In addition, overall this was a disappointing experience.",delivery_delay|general_satisfaction,delivery_delay:neutral|general_satisfaction:negative,negative,negative,0.991,Delivery:Neutral,1,delivery_delay,5,Delivery Delay,121.29,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,0.991,0.1372625,0.42,0.0,0.0,42.1,Medium,delivery_delay|general_satisfaction
FB-0002858,CUST-007808,PROD-0135,review,2024-01-21,"The app works fine most of the time In addition, the support agent resolved my issue in minutes.",app_performance|customer_support,app_performance:neutral|customer_support:positive,neutral,neutral,0.98,Customer Support:Positive|App/Website:Neutral,2,app_performance,7,App Performance,561.18,Silver,0.18,0,customer_support,0.55,Customer Service,0.3429999999999999,0.6726875,0.18,0.0,0.0,32.4,Medium,customer_support|app_performance
FB-0002780,CUST-001250,PROD-0031,review,2024-01-21,"An okay experience overall, nothing stood out In addition, the product is about what I expected However, payment processing took a bit longer than usual.",general_satisfaction|product_quality|payment_issue_general,general_satisfaction:neutral|product_quality:neutral|payment_issue_general:neutral,neutral,neutral,1.0,Product Quality:Neutral|Payment:Neutral,2,general_satisfaction,2,Payment Issues,119.84,Bronze,0.28,0,product_quality,0.65,Product Quality,0.35,0.1319041666666666,0.28,0.0,0.0,27.9,Medium,product_quality|payment_issue_general|general_satisfaction
FB-0002752,CUST-002941,PROD-0030,review,2024-01-21,"Quality is average, nothing special.",product_quality,product_quality:neutral,neutral,neutral,1.0,Product Quality:Neutral,1,product_quality,9,Product Quality,843.71,Gold,0.1,0,product_quality,0.65,Product Quality,0.35,0.7720166666666667,0.1,0.0,0.0,34.8,Medium,product_quality
FB-0002833,CUST-003016,PROD-0142,chat,2024-01-21,"Refund still hasn't shown up after almost two weeks Also, shipping was delayed with no updates.",refund_problems|delivery_delay,refund_problems:negative|delivery_delay:negative,negative,negative,1.0,Delivery:Negative|Refunds:Negative,2,refund_problems,4,Refund Problems,467.25,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,1.0,0.6183625,0.27,0.0,0.0,47.3,High,delivery_delay|refund_problems
FB-0002808,CUST-003915,PROD-0115,survey,2024-01-21,Refund was processed quickly and without hassle.,refund_problems,refund_problems:positive,positive,positive,1.0,Refunds:Positive,1,refund_problems,4,Refund Problems,160.4,Bronze,0.28,0,refund_problems,0.75,Refund Problems,0.0,0.2591416666666666,0.28,0.0,0.0,23.1,Low,refund_problems
FB-0002788,CUST-002133,PROD-0008,survey,2024-01-21,"I was charged in the wrong currency In addition, the app is smooth and easy to use.",payment_issue_general|app_performance,payment_issue_general:negative|app_performance:positive,negative,negative,0.984,App/Website:Positive|Payment:Negative,2,payment_issue_general,7,App Performance,439.85,Silver,0.18,1,app_performance,0.5,App Performance,0.984,0.5978291666666666,0.27,0.0,0.3215127375316343,50.8,High,app_performance|payment_issue_general
FB-0002844,CUST-003976,PROD-0109,review,2024-01-21,Build quality feels premium and durable.,product_quality,product_quality:positive,positive,positive,0.999,Product Quality:Positive,1,product_quality,9,Product Quality,1144.21,Gold,0.1,0,product_quality,0.65,Product Quality,0.0,0.8331916666666667,0.1,0.0,0.0,27.0,Medium,product_quality
FB-0002799,CUST-003426,PROD-0033,review,2024-01-21,Delivery arrived close to the estimated date But packaging was sturdy and beautifully presented.,delivery_delay|packaging,delivery_delay:neutral|packaging:positive,neutral,neutral,0.987,Delivery:Neutral|Packaging:Positive,2,delivery_delay,5,Delivery Delay,855.91,Silver,0.18,0,delivery_delay,0.45,Delivery Delay,0.34545,0.7744833333333333,0.18,0.0,0.0,32.0,Medium,delivery_delay|packaging
FB-0002742,CUST-001010,PROD-0064,review,2024-01-21,"Overall this was a disappointing experience However, the app works fine most of the time.",general_satisfaction|app_performance,general_satisfaction:negative|app_performance:neutral,negative,negative,0.991,App/Website:Neutral,1,general_satisfaction,7,App Performance,228.4,Silver,0.18,0,app_performance,0.5,App Performance,0.991,0.40155,0.27,0.0,0.0,44.8,Medium,app_performance|general_satisfaction
FB-0002806,CUST-006522,PROD-0150,review,2024-01-21,The order got stuck in transit for days.,delivery_delay,delivery_delay:negative,negative,negative,1.0,Delivery:Negative,1,delivery_delay,9,Product Quality,120.59,Bronze,0.28,0,delivery_delay,0.45,Delivery Delay,1.0,0.1353125,0.42,0.0,0.0,42.3,Medium,delivery_delay
FB-0002791,CUST-004077,PROD-0072,support_ticket,2024-01-21,"The checkout page kept rejecting my card for no reason In addition, customer service was okay, nothing memorable.",payment_issue_general|customer_support,payment_issue_general:negative|customer_support:neutral,negative,negative,0.988,Customer Support:Neutral|Payment:Negative,2,payment_issue_general,6,Customer Service,180.44,Bronze,0.28,0,customer_support,0.55,Customer Service,0.988,0.3093291666666666,0.42,0.0,0.0,46.6,High,customer_support|payment_issue_general
FB-0002834,CUST-004447,PROD-0058,chat,2024-01-21,"A saved-payment-method feature would really help But customer service was okay, nothing memorable On top of that, payment failed but the money was still deducted from my account.",feature_request|customer_support|payment_double_charge,feature_request:neutral|customer_support:neutral|payment_double_charge:negative,neutral,neutral,0.89,Customer Support:Neutral|Feature Requests:Neutral|Payment:Negative,3,feature_request,2,Payment Issues,117.59,Bronze,0.28,1,customer_support,0.55,Customer Service,0.3115,0.1252625,0.28,0.0,0.3215127375316343,28.1,Medium,customer_support|feature_request|payment_double_charge
FB-0002807,CUST-007516,PROD-0141,support_ticket,2024-01-21,Refund was processed quickly and without hassle.,refund_problems,refund_problems:positive,positive,positive,1.0,Refunds:Positive,1,refund_problems,4,Refund Problems,712.84,Gold,0.1,0,refund_problems,0.75,Refund Problems,0.0,0.7334541666666666,0.1,0.0,0.0,27.5,Medium,refund_problems
FB-0002751,CUST-007707,PROD-0005,review,2024-01-21,The checkout page kept rejecting my card for no reason.,payment_issue_general,payment_issue_general:negative,negative,negative,1.0,Payment:Negative,1,payment_issue_general,6,Customer Service,609.72,Silver,0.18,1,payment_issue_general,0.7,Payment Issues,1.0,0.6964375,0.27,0.0,0.3215127375316343,56.7,High,payment_issue_general
FB-0002867,CUST-000432,PROD-0109,review,2024-01-21,"My payment failed twice before finally going through However, wish there was a way to track multiple orders at once.",payment_issue_general|feature_request,payment_issue_general:negative|feature_request:neutral,negative,negative,0.979,Feature Requests:Neutral|Payment:Negative,2,payment_issue_general,2,Payment Issues,163.08,Bronze,0.28,0,feature_request,0.1,Feature Requests,0.979,0.2675208333333333,0.42,0.0,0.0,36.8,Medium,feature_request|payment_issue_general
FB-0002735,CUST-005656,PROD-0062,review,2024-01-21,"Customer service was okay, nothing memorable.",customer_support,customer_support:neutral,neutral,neutral,1.0,Customer Support:Neutral,1,customer_support,6,Customer Service,401.35,Silver,0.18,0,customer_support,0.55,Customer Service,0.35,0.5671208333333333,0.18,0.0,0.0,31.0,Medium,customer_support
FB-0002793,CUST-001537,PROD-0114,survey,2024-01-21,"An okay experience overall, nothing stood out.",general_satisfaction,general_satisfaction:neutral,neutral,neutral,1.0,None Detected,0,general_satisfaction,1,General Satisfaction,446.65,Silver,0.18,0,general_satisfaction,0.05,General Satisfaction,0.35,0.6033375,0.18,0.0,0.0,21.5,Low,general_satisfaction
FB-0002824,CUST-000919,PROD-0052,chat,2024-01-21,Payment processing took a bit longer than usual But overall this was a disappointing experience.,payment_issue_general|general_satisfaction,payment_issue_general:neutral|general_satisfaction:negative,negative,negative,0.992,Payment:Neutral,1,payment_issue_general,2,Payment Issues,196.93,Bronze,0.28,0,payment_issue_general,0.7,Payment Issues,0.992,0.3457458333333333,0.42,0.0,0.0,50.3,High,payment_issue_general|general_satisfaction
FB-0002795,CUST-000670,PROD-0009,chat,2024-01-21,Packaging was sturdy and beautifully presented.,packaging,packaging:positive,positive,positive,1.0,Packaging:Positive,1,packaging,0,Packaging,556.36,Silver,0.18,0,packaging,0.3,Packaging,0.0,0.6701541666666667,0.18,0.0,0.0,18.8,Low,packaging
FB-0002773,CUST-003659,PROD-0085,chat,2024-01-21,Overall this was a disappointing experience But the app works fine most of the time.,general_satisfaction|app_performance,general_satisfaction:negative|app_performance:neutral,negative,negative,0.993,App/Website:Neutral,1,general_satisfaction,7,App Performance,120.16,Bronze,0.28,0,app_performance,0.5,App Performance,0.993,0.1335125,0.42,0.0,0.0,43.1,Medium,app_performance|general_satisfaction
FB-0002865,CUST-000528,PROD-0005,survey,2024-01-21,Payment processing took a bit longer than usual.,payment_issue_general,payment_issue_general:neutral,neutral,neutral,1.0,Payment:Neutral,1,payment_issue_general,2,Payment Issues,323.79,Silver,0.18,0,payment_issue_general,0.7,Payment Issues,0.35,0.5072166666666666,0.18,0.0,0.0,33.1,Medium,payment_issue_general
FB-0002769,CUST-003141,PROD-0030,chat,2024-01-21,"Really impressed with how well it's made Also, I was charged twice for the same order and no refund yet.",product_quality|payment_double_charge,product_quality:positive|payment_double_charge:negative,negative,negative,0.965,Product Quality:Positive|Payment:Negative,2,product_quality,4,Refund Problems,190.65,Bronze,0.28,0,product_quality,0.65,Product Quality,0.965,0.3304083333333333,0.42,0.0,0.0,48.4,High,product_quality|payment_double_charge
FB-0002734,CUST-000118,PROD-0128,support_ticket,2024-01-21,The product quality is excellent.,product_quality,product_quality:positive,positive,positive,1.0,Product Quality:Positive,1,product_quality,9,Product Quality,3967.55,Platinum,0.05,0,product_quality,0.65,Product Quality,0.0,0.9712541666666666,0.05,0.0,0.0,28.3,Medium,product_quality
FB-0002830,CUST-004016,PROD-0094,support_ticket,2024-01-21,Would love to see more size options for this item.,feature_request,feature_request:neutral,neutral,neutral,0.997,Feature Requests:Neutral,1,feature_request,5,Delivery Delay,1867.3,Gold,0.1,0,feature_request,0.1,Feature Requests,0.34895,0.911125,0.1,0.0,0.0,25.9,Medium,feature_request
FB-0002798,CUST-000087,PROD-0140,review,2024-01-21,"Quality is noticeably worse than earlier orders Also, loved how fast and intuitive the website was On top of that, customer service was okay, nothing memorable.",product_quality|app_performance|customer_support,product_quality:negative|app_performance:positive|customer_support:neutral,negative,negative,0.934,Product Quality:Negative|Customer Support:Neutral|App/Website:Positive,3,product_quality,9,Product Quality,434.8,Silver,0.18,0,product_quality,0.65,Product Quality,0.934,0.593475,0.27,0.0,0.0,49.3,High,product_quality|customer_support|app_performance
FB-0002839,CUST-006627,PROD-0052,chat,2024-01-21,"Really impressed with how well it's made Also, packaging was flimsy and the box was crushed On top of that, customer service was okay, nothing memorable.",product_quality|packaging|customer_support,product_quality:positive|packaging:negative|customer_support:neutral,negative,negative,0.943,Product Quality:Positive|Customer Support:Neutral|Packaging:Negative,3,product_quality,6,Customer Service,120.27,Bronze,0.28,0,product_quality,0.65,Product Quality,0.943,0.133825,0.42,0.0,0.0,44.9,Medium,product_quality|customer_support|packaging
FB-0002810,CUST-005396,PROD-0113,support_ticket,2024-01-21,Delivery arrived close to the estimated date.,delivery_delay,delivery_delay:neutral,neutral,neutral,1.0,Delivery:Neutral,1,delivery_delay,5,Delivery Delay,2202.03,Platinum,0.05,0,delivery_delay,0.45,Delivery Delay,0.35,0.9274875,0.05,0.0,0.0,32.4,Medium,delivery_delay
